Method,Endpoint,Summary,Description,Authentication,Request Body,Parameters
GET,/api/v1/saleforecasting/machineMaterialReport,,,False,,0
GET,/api/v1/saleforecasting/machine-utilisation/{monthYear},,,False,,1
GET,/api/v1/training,,,False,,0
GET,/api/v1/training/training,,,False,,0
GET,/api/v1/training/training/{id},,,False,,1
GET,/api/v1/training/training-by-driver/{id},,,False,,1
GET,/api/v1/training/my-training,,,False,,0
GET,/api/v1/training/question-type,,,False,,0
GET,/api/v1/training/batches,,,False,,0
POST,/api/v1/training/batches,,,False,Yes,0
POST,/api/v1/training/batches-driver-mapping,,,False,Yes,0
GET,/api/v1/training/batches-driver-mapping/{batchId},,,False,,1
GET,/api/v1/training/verifiers,,,False,,0
POST,/api/v1/training/create-training,,,False,Yes,0
GET,/api/v1/training/drivers-training,,,False,,0
GET,/api/v1/training/drivers-training/{driverId}/{trainingId},,,False,,2
POST,/api/v1/training/training-feedback,,,False,Yes,0
GET,/api/v1/training/admin-dashboard,,,False,,0
POST,/api/v1/training/declined,,,False,Yes,0
POST,/api/v1/training/warning,,,False,Yes,0
GET,/api/v1/training/complete-training/{trainingId}/{batchId},,,False,,2
GET,/api/v1/training/my-batches,,,False,,0
GET,/api/v1/training/my-warnings/{driverId},,,False,,1
GET,/api/v1/training/my-batches/{bathcId},,,False,,2
GET,/WeatherForecast,,,False,,0
GET,/api/v1/wiptraceability/all-steps/{requestId},,,False,,1
GET,/api/v1/wiptraceability/all-actions/{requestId},,,False,,1
GET,/api/v1/wiptraceability/action-history/{requestId},,,False,,1
GET,/api/v1/wiptraceability/getinventory/{category},,,False,,1
GET,/api/v1/wiptraceability/wipstoragelocation/{wipstoragelocationId},,,False,,1
GET,/api/v1/wiptraceability/wiplocation/{itemCode},,,False,,1
GET,/api/v1/wiptraceability/wipStoragelocation,,,False,,2
POST,/api/v1/wiptraceability/add-wipstoragelocation,,,False,Yes,0
GET,/api/v1/wiptraceability/finishedgood/{materialCode}/{isOnHold},,,False,,2
GET,/api/v1/wiptraceability/hold/{materialCode}/{isOnHold},,,False,,2
GET,/api/v1/wiptraceability/validate-holdbag/{bagName},,,False,,1
GET,/api/v1/wiptraceability/validate-fgbag/{bagName},,,False,,1
GET,/api/v1/wiptraceability/semifinishedgood/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/scrapQty/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/rejected/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/isBagValid/{sourceType}/{bagName},,,False,,2
GET,/api/v1/wiptraceability/onlineHold/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/fglist/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/validate-onlineHoldbag/{bagName},,,False,,1
POST,/api/v1/wiptraceability/onlineHold-Process,,,False,Yes,0
POST,/api/v1/wiptraceability/Hold-Process,,,False,Yes,0
POST,/api/v1/wiptraceability/fg-Process,,,False,Yes,0
POST,/api/v1/wiptraceability/process-Jumbo,,,False,Yes,0
GET,/api/v1/wiptraceability/jumbo,,,False,,1
GET,/api/v1/wiptraceability/jumbobagvalidate/{bagName},,,False,,1
GET,/api/v1/wiptraceability/getScrapList,,,False,,0
GET,/api/v1/wiptraceability/getRejectedList,,,False,,0
POST,/api/v1/wiptraceability/dispatchjumboPackage,,,False,Yes,0
GET,/api/v1/wiptraceability/getIncompleteJumboBag/{category},,,False,,1
POST,/api/v1/wiptraceability/moveToFG,,,False,Yes,0
GET,/api/v1/wiptraceability/machineStatus/{parentRequestId},,,False,,1
GET,/api/v1/wiptraceability/validate-returnbag/{bagName},,,False,,1
POST,/api/v1/wiptraceability/add-returnData,,,False,Yes,0
GET,/api/v1/wiptraceability/returnData,,,False,,0
POST,/api/v1/wiptraceability/return-Process,,,False,Yes,0
GET,/api/v1/wiptraceability/returnList,,,False,,1
GET,/api/v1/wiptraceability/repackList,,,False,,2
GET,/api/v1/wiptraceability/returnBy/{requestId},,,False,,1
GET,/api/v1/wiptraceability/fgBY/{requestId},,,False,,1
GET,/api/v1/wiptraceability/repackaging,,,False,,1
GET,/api/v1/wiptraceability/validate-repackagingbag/{bagName},,,False,,1
POST,/api/v1/wiptraceability/common-repackage,,,False,Yes,0
DELETE,/api/v1/wiptraceability/remove-return/{id},,,False,,1
POST,/api/v1/wiptraceability/repackformat,,,False,Yes,0
GET,/api/v1/wiptraceability/weighingmachine/{machineName}/{inputDate},,,False,,2
GET,/api/v1/wiptraceability/return-validate/{dispatchNumber}/{bagName},,,False,,2
GET,/api/v1/wiptraceability/customer-validate/{customerName}/{bagName},,,False,,2
GET,/api/v1/wiptraceability/weekly-planning,,,False,,0
POST,/api/v1/wiptraceability/weekly-planning,,,False,Yes,0
POST,/api/v1/wiptraceability/stop-production,,,False,Yes,0
GET,/api/v1/wiptraceability/rm-requirement,,,False,,0
GET,/api/v1/wiptraceability/planned-qty/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/quantityInStock/{materialCode},,,False,,1
GET,/api/v1/wiptraceability/get-transitdata,,,False,,0
POST,/api/v1/wiptraceability/add-materialTransit,,,False,Yes,0
POST,/api/v1/wiptraceability/add-blockQuantityforsalesperson,,,False,Yes,0
POST,/api/v1/wiptraceability/dispatch-date/{soNumber},,,False,Yes,1
GET,/api/v1/wiptraceability/get-blockedData,,,False,,1
GET,/api/v1/wiptraceability/get-blockedqtyData,,,False,,0
GET,/api/v1/wiptraceability/validate-bag/{bagName},,,False,,1
GET,/api/v1/wiptraceability/rmInwardsBag/{requestId}/bags,,,False,,2
POST,/api/v1/wiptraceability/add-purchaseReturn,,,False,Yes,0
GET,/api/v1/wiptraceability/get-purchasereturn,,,False,,1
GET,/api/v1/wiptraceability/requiredRMQty/{rmCode}/{fgQtyKg},,,False,,2
POST,/api/v1/wiptraceability/add-fg,,,False,Yes,0
POST,/api/v1/wiptraceability/add-inventory-fg,,,False,Yes,0
GET,/api/v1/wiptraceability,,,False,,0
GET,/api/v1/wiptraceability/get-inventory,,,False,,2
GET,/api/v1/wiptraceability/get-priorityList,,,False,,0
GET,/api/v1/wiptraceability/get-details/{bagName},,,False,,1
GET,/api/v1/wiptraceability/validate-Approvedbag/{bagName},,,False,,1
GET,/api/v1/wiptraceability/get-invoice/{poNumber},,,False,,1
GET,/api/v1/wiptraceability/get-invoicedate/{invoiceNo},,,False,,1
GET,/api/v1/wiptraceability/po,,,False,,0
POST,/api/v1/wiptraceability/po,,,False,Yes,0
GET,/api/v1/wiptraceability/po/{poNumber},,,False,,1
GET,/api/v1/wiptraceability/rminvoices/{poNumber}/{pageIndex}/{pageSize},,,False,,3
POST,/api/v1/wiptraceability/add-invoice,,,False,Yes,0
GET,/api/v1/wiptraceability/GetRMInwardSummary,,,False,,0
POST,/api/v1/wiptraceability/inventories-by-category,,,False,Yes,0
POST,/api/v1/wiptraceability/fg-quantity/{itemCode},,,False,,1
POST,/api/v1/wiptraceability/sfg-inventory,,,False,Yes,0
POST,/api/v1/wiptraceability/fg-inventory,,,False,Yes,0
POST,/api/v1/wiptraceability/scrap-inventory,,,False,Yes,0
GET,/api/v1/wiptraceability/inventory-by-category,,,False,,0
GET,/api/v1/wiptraceability/rm-by-store/{itemCode}/{itemName},,,False,,2
POST,/api/v1/wiptraceability/rmrequestId/{requestId},,,False,,1
POST,/api/v1/wiptraceability/rmInward,,,False,Yes,0
POST,/api/v1/wiptraceability/rmInwards-rejection,,,False,Yes,0
POST,/api/v1/wiptraceability/rmInwards-hold,,,False,Yes,0
POST,/api/v1/wiptraceability/rmInwards,,,False,Yes,0
GET,/api/v1/wiptraceability/rmInward-by-status/{status}/{pageIndex}/{pageSize},,,False,,3
GET,/api/v1/wiptraceability/rm-bag/{bagName},,,False,,1
POST,/api/v1/wiptraceability/add-rmInward,,,False,Yes,0
POST,/api/v1/wiptraceability/po-reject,,,False,Yes,0
GET,/api/v1/wiptraceability/getRMDetails/{requestId},,,False,,1
GET,/api/v1/wiptraceability/get-qrcodes/{requestId}/{category}/{materialCode},,,False,,3
GET,/api/v1/wiptraceability/materialStockByRM,,,False,,0
POST,/api/v1/wiptraceability/stock-inventories,,,False,Yes,0
POST,/api/v1/wiptraceability/action-storemanager,,,False,Yes,0
GET,/api/v1/wiptraceability/all-machinemapping,,,False,,0
GET,/api/v1/wiptraceability/mapping-bymachine/{machineId},,,False,,1
GET,/api/v1/wiptraceability/mapping-bySFG/{sfgCode},,,False,,1
GET,/api/v1/wiptraceability/mapping-byRM/{rmCode},,,False,,1
POST,/api/v1/wiptraceability/add-machinemapping,,,False,Yes,0
PUT,/api/v1/wiptraceability/update-machinemapping,,,False,Yes,0
GET,/api/v1/wiptraceability/machine-rm/{machineId},,,False,,1
GET,/api/v1/wiptraceability/sfg-by-rm/{rmCode},,,False,,1
GET,/api/v1/wiptraceability/fg-by-sfg/{sfgCode},,,False,,1
GET,/api/v1/wiptraceability/machine-fg/{machineType},,,False,,1
GET,/api/v1/wiptraceability/fg-rm/{fgCode},,,False,,1
GET,/api/v1/wiptraceability/fg-sfg/{fgCode},,,False,,1
GET,/api/v1/wiptraceability/sfgDetails/{sfgCode},,,False,,1
GET,/api/v1/wiptraceability/rm-sfg/{rmCode},,,False,,1
GET,/api/v1/wiptraceability/sfg-fg/{sfgCode},,,False,,1
GET,/api/v1/wiptraceability/machineType-fg/{fgCode},,,False,,1
GET,/api/v1/wiptraceability/getSoNumber,,,False,,0
GET,/api/v1/wiptraceability/getCustomerBySo/{customerCode},,,False,,1
POST,/api/v1/wiptraceability/salesorder,,,False,Yes,0
GET,/api/v1/wiptraceability/salesorder-by-so/{sonumber},,,False,,1
GET,/api/v1/wiptraceability/dispatchDetails,,,False,,3
GET,/api/v1/wiptraceability/materialdispatch,,,False,,1
GET,/api/v1/wiptraceability/dispatchdetails/{requestId},,,False,,1
GET,/api/v1/wiptraceability/multipledataforDispatch/{requestId},,,False,,1
GET,/api/v1/wiptraceability/dispatchNo/{soNumber},,,False,,1
GET,/api/v1/wiptraceability/dispatch/{soNumber},,,False,,1
GET,/api/v1/wiptraceability/solist/{customerCode},,,False,,1
POST,/api/v1/wiptraceability/add-dispatch,,,False,Yes,0
POST,/api/v1/wiptraceability/action-dispatch,,,False,Yes,0
GET,/api/v1/wiptraceability/vehicle/{requestId},,,False,,1
GET,/api/v1/wiptraceability/fgListDetails/{requestId},,,False,,1
GET,/api/v1/wiptraceability/fgListBySoNumber/{soNumber},,,False,,1
GET,/api/v1/wiptraceability/fgListByDispatchNumber/{dispatchNumber},,,False,,1
GET,/api/v1/wiptraceability/getGroupedDispatchByBatch/{dispatchNumber},,,False,,1
GET,/api/v1/wiptraceability/fgListByvehicleNumber/{vehicleNumber},,,False,,1
GET,/api/v1/wiptraceability/check-bag-status/{bagName},,,False,,1
GET,/api/v1/wiptraceability/rmqtyByRMGrade/{rmGrade}/{monthYear}/{weekNumber},,,False,,3
GET,/api/v1/wiptraceability/getrmName/{rmName},,,False,,1
GET,/api/v1/wiptraceability/productionplanning,,,False,,0
POST,/api/v1/wiptraceability/add-productionplanning,,,False,Yes,0
GET,/api/v1/wiptraceability/productionplanning/{requestId},,,False,,1
GET,/api/v1/wiptraceability/productionplanningDetails/{requestId},,,False,,1
GET,/api/v1/wiptraceability/wipStorage,,,False,,0
POST,/api/v1/wiptraceability/add-wipstorage,,,False,Yes,0
GET,/api/v1/wiptraceability/wipstoarge/{requestId},,,False,,1
POST,/api/v1/wiptraceability/action-operator,,,False,Yes,0
POST,/api/v1/wiptraceability/action-sfgmanager,,,False,Yes,0
GET,/api/v1/wiptraceability/remaining-rm/{requestId},,,False,,1
GET,/api/v1/wiptraceability/wipstoargedetails/{requestId},,,False,,1
POST,/api/v1/wiptraceability/get-material-track,,,False,Yes,0
GET,/api/v1/workflow,,,False,,0
GET,/api/v1/workflow/all-steps,,,False,,0
POST,/api/v1/workflow/inbox,,,False,Yes,0
POST,/api/v1/workflow/tracking,,,False,Yes,0
GET,/api/v1/workflow/pending-action-count/{istracking},,,False,,1
POST,/api/v1/workflow/create-workflow/{requestId},,,False,,1
POST,/api/v1/productionplanning/draft,,,False,Yes,0
POST,/api/v1/productionplanning/{workOrderId}/submit,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/approve,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/reject,,,False,Yes,1
GET,/api/v1/productionplanning/pending-approvals,,,False,,0
POST,/api/v1/productionplanning/bulk-approve,,,False,Yes,0
POST,/api/v1/productionplanning/bulk-reject,,,False,Yes,0
POST,/api/v1/productionplanning/{workOrderId}/hold,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/resume,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/start,,,False,,1
POST,/api/v1/productionplanning/{workOrderId}/complete,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/partial-complete,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/close,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/duplicate,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/split,,,False,Yes,1
POST,/api/v1/productionplanning/merge,,,False,Yes,0
POST,/api/v1/productionplanning/{workOrderId}/reschedule,,,False,Yes,1
POST,/api/v1/productionplanning/{workOrderId}/priority,,,False,Yes,1
GET,/api/v1/productionplanning/{workOrderId}/history,,,False,,1
POST,/api/v1/productionplanning/{workOrderId}/validate-bom,,,False,,1
POST,/api/v1/productionplanning/validate-capacity,,,False,Yes,0
GET,/api/v1/productionplanning/{workOrderId}/print-data,,,False,,1
GET,/api/v1/productionplanning/statuses,,,False,,0
GET,/api/v1/productionplanning/rejection-reasons,,,False,,0
GET,/api/v1/productionplanning/hold-reasons,,,False,,0
